Name,Type,State,Lat,Long,latitude,longitude
Lake Geneva Ski Area,Both,WISCONSIN,42.58861,-88.42972,42.58861,-88.42972
Little Switzerland Ski Area,Both,WISCONSIN,43.33361,-88.28611,43.33361,-88.28611
Minocqua Winter Park,Both,WISCONSIN,45.87139,-89.71083,45.87139,-89.71083
Mount Valhalla Ski Area,Both,WISCONSIN,46.71889,-91.0475,46.71889,-91.0475
Mt. La Crosse Ski Area,Both,WISCONSIN,43.80139,-91.23944,43.80139,-91.23944
Newman Springs Ski Trail,Alpine,WISCONSIN,45.94694,-90.1958,45.94694,-90.1958
Nordic Mountain Ski Area,Both,WISCONSIN,44.11806,-89.18444,44.11806,-89.18444
Paul Bunyon Ski Area,Both,WISCONSIN,45.32389,-88.52417,45.32389,-88.52417
Rib Mountain Ski Area,Both,WISCONSIN,44.92472,-89.68417,44.92472,-89.68417
Silver Mine Hill Ski Jump,Both,WISCONSIN,44.77389,-91.58472,44.77389,-91.58472
Ski Hill Winter Sports Area,Both,WISCONSIN,46.13556,-89.19917,46.13556,-89.19917
Sky Line Ski Area,Both,WISCONSIN,43.97056,-89.81667,43.97056,-89.81667
Snow Crest Ski Area,Both,WISCONSIN,45.095,-92.73417,45.095,-92.73417
Standing Rocks Ski Area,Both,WISCONSIN,44.52361,-89.57444,44.52361,-89.57444
Sunburst Ski Area,Both,WISCONSIN,43.17778,-89.29028,43.17778,-89.29028
Telemark Resort,Both,WISCONSIN,46.18472,-91.25028,46.18472,-91.25028
Trollhaugen Ski Area,Both,WISCONSIN,45.35611,-92.63333,45.35611,-92.63333
Tyrol Basin Ski Area,Both,WISCONSIN,43.00917,-89.73361,43.00917,-89.73361
Whitecap Mountain Ski Area,Both,WISCONSIN,46.42806,-90.24583,46.42806,-90.24583
Wilmot Mountain Ski Area,Both,WISCONSIN,42.51278,-88.18194,42.51278,-88.18194
Wintergreen Downhill Ski Area,Both,WISCONSIN,43.14444,-90.08139,43.14444,-90.08139
Bighorn Ski Area,Both,WYOMING,44.60938,-107.51487,44.60938,-107.51487
Elkhart Loop Ski Trail,Alpine,WYOMING,42.99028,-109.73333,42.99028,-109.73333
Grouse Mountain Ski Trail,Alpine,WYOMING,42.94306,-109.71139,42.94306,-109.71139
Hogadon Basin Ski Area,Both,WYOMING,42.74552,-106.3387,42.74552,-106.3387
Jackson Hole Ski Area,Both,WYOMING,43.59659,-110.84746,43.59659,-110.84746
Meadowlark Ski Area,Both,WYOMING,44.1605,-107.21818,44.1605,-107.21818
Medicine Bow Ski Area,Both,WYOMING,41.33719,-106.18895,41.33719,-106.18895
Park Loop Ski Trail,Alpine,WYOMING,42.94917,-109.74972,42.94917,-109.74972
White Pine Lodge Ski Area,Both,WYOMING,42.97772,-109.75742,42.97772,-109.75742
